Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
13.4209333333333,16.5631,34.9676333333333,16.8900333333333,9.15983333333333,10.8012333333333,53.9060666666667,50.3860666666667,11.8357,11.8634666666667
13.4327333333333,16.5682666666667,34.9847333333333,16.8987666666667,9.28563333333333,10.8237666666667,53.9167666666667,51.3095,11.8376666666667,11.8798333333333
13.4634,16.5818333333333,35.0742333333333,17.4751,9.29013333333333,10.8313,53.9286333333333,51.3111333333333,11.8591666666667,11.8817333333333
13.5667333333333,16.9112333333333,35.0889666666667,17.4784666666667,9.29576666666667,10.9813,53.9383333333333,51.3352333333333,11.8651333333333,11.9011
13.5698333333333,16.9211,35.0959,18.0603,9.3003,11.1502666666667,54.5629333333333,51.3372333333333,11.8709666666667,11.9161
13.5769,18.0350333333333,35.1091666666667,18.0670666666667,9.3213,11.3984,54.5754,51.5189,11.8835,11.9244
13.5818333333333,18.0487666666667,36.6520333333333,18.0939,9.59626666666667,11.4111666666667,58.0738666666667,51.5494666666667,11.8865,12.1760333333333
13.7322,18.0665,36.6643666666667,18.1267666666667,9.61956666666667,11.4735666666667,60.9077,51.5576333333333,11.9056333333333,12.3551666666667
13.7501666666667,18.0685666666667,36.6938,18.3075666666667,9.62543333333333,11.5381,60.9096333333333,52.0203,11.9141,12.4718
13.7543,18.072,36.7028333333333,18.3624333333333,9.64646666666667,11.5413,62.7714333333333,53.3917666666667,11.9253,12.4896
13.7843333333333,18.1261333333333,36.8485666666667,18.7433666666667,9.65966666666667,11.6334333333333,62.8767666666667,54.1784,11.9388666666667,12.5034333333333
13.7932333333333,18.1319666666667,36.8738333333333,18.8673,9.76556666666667,11.8631,63.0518,54.2161333333333,12.5580666666667,12.5318333333333
13.8149666666667,18.1359333333333,36.8897666666667,18.9075666666667,9.93103333333333,11.9707,63.1824333333333,54.5497333333333,12.6436,12.6453333333333
13.8354,18.1529,36.9080666666667,19.3037333333333,9.93466666666667,12.0324666666667,63.1927333333333,54.5623,12.6642333333333,12.6995666666667
14.3539,18.1673333333333,36.9189666666667,19.3084,10.2107666666667,12.1097666666667,63.2274666666667,54.5742,12.7232666666667,12.7207
14.5007,18.1770333333333,37.6017666666667,19.6249,10.2431333333333,12.4552333333333,63.25,54.8845333333333,12.9388333333333,12.7313
